tag,stemtag,species,dbh.2008,dbh.2013,quadrat,lx,ly,codes,dendrometer.height,Nail.height,dendro.diameter.2011,5/9/2011,5/13/2011,5/16/2011,5/24/2011,6/6/2011,6/13/2011,6/20/2011,6/27/2011,7/5/2011,7/11/2011,7/18/2011,7/25/2011,8/1/2011,8/8/2011,8/22/2011,9/6/2011,9/19/2011,10/5/2011,10/16/2011,11/1/2011,11/17/2011,Notes 2011,,4/11/2012,4/25/2012,5/8/2012,5/22/2012,6/5/2012,6/19/2012,7/2/2012,7/16/2012,7/30/2012,8/14/2012,8/28/2012,9/10/2012,9/24/2012,10/9/2012,10/23/2012,11/26/2012,Notes 2012,,DBH_mm (March 2013),4/8/2013,4/23/2013,5/6/2013,5/20/2013,6/3/2013,6/17/2013,7/1/2013,7/15/2013,7/29/2013,8/12/2013,8/26/2013,9/9/2013,9/23/2013,10/9/2013,Notes 2013,,3/24/2014,4/14/2014,5/1/2014,5/13/2014,5/27/2014,6/10/2014,6/23/2014,7/7/2014,7/21/2014,8/4/2014,8/18/2014,9/2/2014,9/15/2014,10/27/2014,Notes 2014,,3/22/2015,4/23/2015,5/7/2015,5/19/2015,6/3/2015,6/16/2015,7/1/2015,7/14/2015,7/28/2015,8/11/2015,8/25/2015,9/16/2015,Notes in 2015,,4/6/2016,5/12/2016,5/26/2016,6/9/2016,6/23/2016,7/7/2016,7/21/2016,8/4/2016,8/18/2016,9/1/2016,9/13/2016,9/29/2016,10/13/2016,10/27/2016,Notes in 2016,,4/18/2017,5/18/2017,6/2/2017,6/21/2017,6/30/2017,7/13/2017,7/31/2017,8/10/2017,8/17/2017,9/11/2017,9/21/2017,11/16/2017,Notes in 2017,,3/9/2018,4/6/2018,4/26/2018,5/15/2018,5/29/2018,6/14/2018,6/29/2018,7/12/2018,7/26/2018,8/9/2018,8/23/2018,notes 2018,location 2
102264,1,qual,385.2,464.3999939,1022,1.5,14.2,,1.3,1.3,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,8.01,7.58,8.19,8.37,8.7,8.58,8.61,53.96,8.94,9.01,9.63,8.98,9.04,8.81,8.75,Replacing 90752,,404,8.01,9.04,9.19,9.84,10.14,10.45,10.77,11.25,11.52,11.5,11.62,11.71,11.48,11.52,Replacing 90752,,11.69,12.3,13.53,13.25,14.28,15.12,15.53,15.92,16.28,16.95,17.03,17.32,17.36,17.32,,,16.78,18.23,18.39,18.91,20.03,20.28,20.44,20.51,20.56,20.53,20.54,20.69,,,20.57,23.85,23.76,23.84,24.77,25.4,24.91,25.16,25.33,25.21,24.85,25.34,25.5,25.2,,,27.2,28.01,28.5,28.48,28.43,28.72,29.23,29.07,29.57,29.44,29.61,29.67,,,29.96,29.91,30.6,32.32,32.66,32.86,33.44,33.48,33.92,34.34,34.43,,North
102348,1,qual ,839.8,862.7000122,1025,16.5,11.5,,1.41,1.7,839,42.36,42.8,45.02,45.84,48.14,49.77,49.77,50.57,50.57,51.59,51.85,51.79,52.11,52.61,52.69,54,54.79,56.06,57.12,55.91,55.5,,,57.32,60.26,60.61,62.23,63.64,65.38,66.17,66.71,66.88,67.24,67.63,68.26,69.41,69.61,69.57,69.93,,,868.5,68.35,69.09,70.59,72.02,74.06,80.64,85.18,81.04,81.94,81.13,81.19,81.27,81.37,81.6,,,80.36,80.08,83.35,83.64,85.65,88.01,89.62,90.59,91.89,92.87,92.9,93.61,93.54,99.88,,,99.15,98.45,98.61,99.27,100.27,101.79,102.85,103.34,103.47,103.86,103.78,104.01,,,105.06,110.63,111.3,111.76,113.62,114.85,115.22,116.76,117.18,116.97,116.53,127.47,126.97,126.67,band adjusted 9/29; band adjusted 10/13,,124.6,126.34,126.54,126.44,127.65,127.59,128.2,128.27,128.54,128.19,128.62,131.13,,,131.69,131.55,132,134.98,135.92,137.37,138.41,138.46,139.14,139.96,140.19,,North
102364,1,qual,610.0,630.5,1025,2.1,18,,1.3,1.3,631,8.58,8.63,9.88,10.49,11.47,13.12,12.94,13.48,13.48,14.18,14.32,14.22,14.39,14.7,15.1,13,16.25,16.19,16.37,16.26,16.16,,,17.84,20.06,20.02,21.19,21.97,22.61,23.79,24.16,24.83,25.35,26.1,26.26,28.71,28.58,27.77,27.54,,,627,26.28,28.3,29.11,30.94,32.35,33.78,34.19,36.36,36.91,37.49,38.35,38.61,38.21,38.06,,,38.91,38.43,42.46,41.93,42.82,44.9,51.36,46.66,47.07,47.59,49.02,49.34,49.22,49.96,,,48.73,51.77,52.28,53.31,55.28,55.56,56.94,57.69,58.07,58.53,58.74,59.07,band slightly adjusted 6/16/15,,62.26,66.73,66.37,67.36,70.06,71.45,71.83,73.72,74.12,73.98,73.8,74.52,75.2,74.61,,,76.2,79.76,80.09,80.72,80.8,81.56,82.13,82.78,83.24,82.94,84.09,84.58,,,84.18,83.92,86.08,88.18,89.33,90.6,91.96,91.88,92.31,94.07,94.07,,North
110061,1,litu,1173.8,1185.800049,1101,17,10,,1.27,1.49,1176.3,38.9,56.1,55.75,54.73,53.28,54.14,54.44,54.38,54.38,54.39,53.95,54.09,53.84,52.89,49.98,66,52.73,52.87,52.83,52.96,53.37,,,57.56,57.95,58.25,60.52,60.91,61.48,62.92,64.01,65.82,67.62,70.36,71.44,75.85,76.19,83.37,74.23,,,1184,65.99,65.41,65.97,66.04,68.57,67.56,68.32,73.35,72.66,73.06,73.69,73.58,73.6,73.62,Band streched by fallen branch 10/9/12,,72.57,72.35,73.27,80.75,80.64,81.25,85.1,85.83,86.74,87.48,89.59,89.7,89.7,90.31,,,87.21,88.61,88.56,88.93,91.77,93.66,96.49,97.43,98.54,99.69,99.85,99.94,,,101.25,101.96,102.07,102.29,104.14,105.7,106.31,108.59,109.48,109.71,109.41,110.81,114.51,113.62,,,115.27,116.66,117.67,118,118,118.14,119.23,119.33,119.36,119.14,119.16,119.7,,,118.7,119.09,119.3,119.3,120.23,122.95,124.97,125.25,125.35,127.63,128.1,,South
110788,1,litu,620.9,638.2999878,1104,19.9,11.7,,1.3,1.3,625,17.7,18.11,19.6,19.78,21.22,23.96,24.01,24.46,24.54,25.36,26.11,26.11,26.18,26.4,26.26,27.5,27.85,27.78,27.98,27.74,27.51,,,26.4,27.04,27.25,28.79,31.61,34.53,35.54,36.78,37.38,37.57,37.74,37.78,37.8,37.93,37.98,37.72,,,633.5,35.93,36.05,37.12,36.59,39.9,41.98,43.56,47.08,47.85,48.86,49.56,49.17,49.15,49.07,,,49.12,47.22,48.94,47.75,49.33,52.81,55.58,57.4,58.97,59.83,61.63,61.98,61.86,62.25,,,60.56,60.68,60.73,61.27,64.35,65.5,68.1,70.12,71.56,72.37,72.07,72.29,,,70.95,72.96,73.39,74.86,78.36,80.53,81.51,83.17,83.38,83.25,82.94,83.7,84.04,83.38,,,82.9,84.09,85.54,87.68,88.94,90.22,91.52,91.84,91.92,92.02,91.99,92.43,,,92.63,92.56,92.6,92.74,93.85,98.34,100.87,100.99,106.15,104.33,104.74,,South
110791,1,litu,634.6,651.2000122,1104,11.3,10,,1.3,1.3,640,86.99,87.22,88.21,88.4,89.22,93.26,92.22,92.65,92.6,93.25,93.92,94.01,94.01,94.18,94.01,95.2,95.3,95.23,95.75,95.57,95.32,,,93.71,94.75,95.09,97.01,99.05,101.71,102.39,103.1,103.85,103.93,104.42,104.41,104.5,104.82,104.83,104.12,,,644,103.11,103.09,103.25,103.8,105.57,107.74,108.78,111.35,111.72,111.79,112.25,112.06,112.31,112.17,,,112.47,112.24,112.71,112.04,112.27,114.8,116.97,117.61,118.55,118.73,120.58,120.74,120.56,120.41,,,119.97,120.26,120.34,120.89,123.43,125.01,127.27,128.42,128.67,128.96,129.11,129.43,,,129.79,130.58,130.64,130.79,133.29,134.03,134.04,135.13,135.15,134.78,134.86,135.28,135.72,135.17,,,134.76,135.98,136.17,136.8,137.61,138.27,139.51,139.62,139.66,139.89,139.83,139.96,,,140.53,140.46,140.72,170.53,141.33,143.39,145.03,145.72,146.78,147.23,147.36,,South
110901,1,litu,508.0,524.0999756,1105,20,4.1,,1.3,1.3,526,111.27,111.4,112.58,113.69,114.65,116.84,116.98,117.87,117.82,118.82,119.8,119.94,119.49,119.68,119.28,120.7,120.55,120.37,120.65,126.67,120.36,,,119.52,119.82,120.2,102.48,125.13,127.43,128.91,129.47,130.01,130.2,130.24,130.39,130.55,130.73,130.73,131.66,,,519,131.9,131.78,132.04,131.8,134.41,137.48,139.61,142.77,143.24,143.82,144.04,143.85,143.92,143.89,,,143.38,142.58,143.89,143.37,143.98,147.3,149.94,151.5,153.01,150.93,156.29,156.88,158.1,156.5,,,153.72,153.73,11.64,12.69,15.93,17.44,20.64,22.8,24.04,24.68,24.25,24.41,new band 04/28/2015,,23.65,25.92,25.73,28.06,32.1,35.2,36.69,38.39,38.65,38.58,37.99,39.06,39.22,38.05,,,37.27,38.82,41.45,45.46,46.32,48.55,50.42,50.41,50.63,50.71,50.62,50.67,,,50.17,50.24,50.82,51.21,53.02,57.3,60.1,60.64,62.15,62.14,63.24,,South
111030,1,litu,581.5,600.5,1107,15.1,19.9,,1.3,1.3,601,16.67,17.03,17.93,18.89,20.44,23.09,23.24,23.56,23.53,24.17,24.45,24.53,24.46,24.6,24.29,26,25.94,25.62,25.89,25.79,25.23,,,23.06,23.83,24.22,24.93,27.2,29.22,29.84,30.62,30.88,31,31.32,31.39,31.63,32.07,32.01,31.97,,,595,29.91,29.94,29.96,30.44,32.28,35.43,36.8,39.39,39.34,39.62,39.8,39.7,39.67,39.98,,,39.15,39.15,39.23,38.17,39.2,42.32,44.91,45.94,47.03,47.23,48.62,48.87,48.95,48.64,,,47.02,47.45,47.32,47.94,51.35,53.15,55.6,56.08,56.28,56.26,56.11,56.18,,,56.62,58.04,58.16,58.14,60.75,62.64,63.23,64.5,64.35,64.33,64.25,64.5,65.06,64.76,,,63.97,64.5,65.47,67.73,68.03,69.24,70.24,70.38,70.62,70.58,70.6,69.03,,,70.95,70.88,71.08,70.79,72.25,75.39,77.62,77.62,78.13,79.35,79.57,,South
112137,1,qual,548.5,572,1120,13.4,3.9,,1.45,1.3,511,110.39,110.82,111.29,113.17,114.54,116.13,115.5,117.15,117.36,117.86,118.44,118.64,118.23,118.45,119.43,120.43,120.55,120.76,120.25,120.46,119.99,,,122.8,125.42,125.92,127.06,127.93,129.29,129.43,129.27,129.53,130.13,130.97,131.02,130.95,130.75,130.2,130.32,,,568.1,131.88,133.25,134.01,135.68,136.91,138.44,139.88,140.01,140.75,140.95,141.29,141.37,141.08,141.23,,,140.02,141.26,144.37,144.44,146.04,148.25,149.02,149.85,151.07,151.2,151.36,152.84,152.16,152.2,,,154,153.77,8.36,9.2,10.27,10.6,12.21,12.88,13.2,13.64,13.48,13.95,new band 04/28/2015,,14.76,19.08,19.32,19.98,22.32,23.3,24.09,25.55,26,25.62,25.73,26.15,26.71,26.53,,,27.62,31.32,32.24,33.31,33.77,34.63,35.48,35.6,35.96,35.96,35.75,36.39,,,4.9,5.27,5.86,8.06,9.36,11.02,12.58,12.87,13.19,15.46,16.02,,North
112262,1,quru,116.4,123,1123,17.5,1.5,,1.3,1.3,120,19.84,19.53,20.56,20.94,21.29,21.4,20.28,21.54,21.55,21.56,21.3,21.52,21.57,21.8,21.95,22,22.28,22.03,22.5,22.64,22.53,,,23.18,23.31,23.72,24.35,25.09,25.67,117.07,26.3,26.58,26.89,27.11,27.48,27.65,27.47,27.41,27.42,,,126.9,27.88,28.69,28.9,29.92,31.23,31.91,33.02,33.03,33.78,33.65,33.68,33.67,33.5,33.54,,,34.16,34.13,35.37,36.01,36.79,37.47,38.18,38.78,38.7,38.72,33.94,38.55,38.56,39,,,38.8,39.89,40.5,41.29,42.21,42.57,43.02,43.48,43.52,43.59,43.61,43.55,,,43.72,45.61,45.32,45.67,46.42,46.27,46.55,46.59,46.56,46.65,46.31,46.56,46.86,46.66,,,49.27,47.8,48.39,48.73,49,49.39,49.54,49.07,49.39,49.16,49.39,49.54,needs replacing 9/21,,49.53,49.42,49.76,50.66,51.22,51.96,51.54,51.62,51,51.83,51.6,,North
112336,1,qual,505.9,516,1125,17,13.8,,1.3,1.3,519,12.89,12.98,13.12,13.18,13.45,13.35,13.22,13.41,13.36,13.2,13.03,13.08,13.4,13.18,13.24,13,13.33,13.61,13.21,13.12,12.82,,,12.84,13.07,13.15,14.06,26.27,13.8,13.63,13.68,13.94,13.71,13.81,14.34,13.68,13.79,13.45,13.52,,,513.5,13.1,13.62,13.76,14.07,14.13,14.6,15.23,14.79,14.99,14.59,14.8,14.94,14.61,14.66,,,14.06,14.06,15.48,15.29,15.74,16.77,16.85,17.05,17.13,17.12,17.56,17.58,17.35,17.3,,,17.25,17.93,18.17,19,19.69,19.81,19.95,19.99,19.91,19.83,19.92,19.9,,,19.93,21.73,21.69,21.37,22.2,22.2,22.07,22.42,22.45,22.04,21.92,22.51,22.9,22.41,,,22.9,23.93,41.83,39.22,35.23,33.98,11.53,11.34,11.32,10.94,11.08,13.22,"needs replacing 6/2, replaced 7/27",,10.42,10.36,10.21,10.86,11.05,11.53,11.84,11.9,12.1,12.2,12.25,,North
112482,1,litu,260.8,263.2000122,1131,17.8,15.9,,1.3,1.3,262,34.21,34.84,34.46,35.63,35.76,36.56,38.24,37.5,37,36.28,37.4,36.85,37.38,37.81,38.14,37.5,37.09,36.85,37.08,37.09,37.12,,,36.13,36.23,60.59,36.95,37.69,38.48,38.32,38.84,39.01,39.85,40.01,40.43,40.55,39.94,39.61,39.73,,,264.8,39.04,39.02,39.08,39.54,41.13,41.66,42.93,43.25,43.84,43.36,43.77,44.18,43.74,43.89,,,43.62,43.42,43.2,43.05,43.7,45.19,45.57,48.86,46.25,46.25,38.75,49.5,49.5,49.45,Loose band on 8/18/2014,,48.36,47.44,47.3,47.43,48.56,48.73,49.71,49.66,49.51,50.67,49.49,50.57,,,49.11,55.48,54.08,54.13,54.32,54.57,54.22,54.07,54.15,54.21,53.86,54.11,54.05,53.94,band adjusted 5/12,,58.8,53.27,53.57,54.47,54.35,54.88,54.97,54.88,55.09,55.13,55.06,56.46,,,55.29,55.34,NA,NA,NA,7.37,7.72,8.3,8.56,8.05,8.02,replaced 6/12,North
120781,1,litu,589.7,605.9000244,1205,3,2.2,,1.3,1.3,602,13.67,14.27,14.08,14.03,14.27,15.07,15.32,15.3,15.4,16.63,17.21,17.23,17.2,17.3,17.07,18.2,18.48,18.31,18.57,18.59,18.59,,,18.61,18.71,18.55,19.51,21.91,24.86,26.15,27.28,28.04,28.1,28.21,28.24,28.49,28.66,28.73,29.26,,,602.5,27.89,28.03,28.41,28.07,30.35,34.05,35.47,38.95,40.01,40.33,40.5,40.13,40.18,40.16,,,39.91,39.82,40.27,39.4,39.96,43.07,45.68,47.1,47.95,52.11,52.52,52.73,52.54,51.17,,,48.84,49.49,49.34,49.94,53.18,54.95,57.18,58.82,59.23,59.57,59.38,59.53,,,59.57,60.84,60.88,61.62,64.51,66.51,67.11,68.55,68.82,68.64,68.46,68.92,69.33,68.78,,,67.63,69.54,70,72.35,73.26,74.53,76.34,76.47,76.7,76.71,76.73,78.25,,,77.25,96.93,96.85,77.26,79.17,83.17,86.09,86.31,88.12,88.94,89.57,,South
121195,1,quru,876.0,914.7000122,1211,12.4,0.4,,1.3,1.3,889.1,82.17,82.21,81.86,82.23,82.26,82.37,82.08,82.19,82.3,81.98,82.16,82.38,82.42,82.42,82.93,83.6,82.12,81.79,82.2,83.65,82.37,,,82.1,82.71,82.59,78.36,79.96,82.65,84.35,85.31,86.67,87.95,88.7,89.55,89.82,90.08,90.11,90.78,,,904,90.95,93.55,95.17,97.03,100.11,102.17,103.93,106.55,107.54,109.09,110.71,110.99,111.78,110.98,,,114.03,114.33,118.82,120.01,122.59,126.51,127.77,130.37,131.87,145.19,134.61,135.31,135.05,136.74,,,136.45,139.11,141.97,143.99,146.27,147.48,150.63,152.74,155.65,156.02,156.7,157.07,,,160.1,9.07,9.84,10.64,12.91,14.85,15.97,17.47,18.62,18.96,18.89,19.78,20.46,20.38,new band ,,23.8,27.76,28.99,31.74,32.11,33.91,35.81,36.42,36.23,37.42,37.6,38.39,,,39,38.94,41.49,45.36,46.45,49.51,50.43,51.74,52.9,54.47,55.34,,South
121221,1,litu,114.3,117.1999969,1207,1.7,19.3,,1.22,1.44,117,51.47,52.8,54.12,55.62,56.63,57.89,58.68,59.67,59.77,60.63,61.03,61.35,62.06,62.83,63.11,64.9,64.96,65.12,65.38,65.97,66.14,,,71.12,74.4,75.97,82.14,82.42,81.66,82.18,81.7,82.13,82.28,82.29,82.54,82.97,83.08,82.29,81.78,,,117,82.03,81.91,82.21,81.88,82.55,82.46,82.48,82.53,82.78,82.87,82.52,82.57,82.54,82.49,,,83.37,83.05,82.65,82.96,83.29,82.57,83.57,83.4,83.53,84.16,83.58,83.71,83.77,83.87,,,83.57,84,83.99,84.33,84.78,84.92,85.18,84.9,84.89,84.94,85.08,85.21,,,85.03,84.89,84.82,85.19,85.16,85.61,85.49,85.42,85.86,85.76,85.33,85.5,85.08,85.49,,,85.3,85.57,86.61,86.03,86.3,85.97,86.75,86.5,5.87,5.71,5.78,61.29,replaced 8/17,,2.8,5.28,5.29,5.28,5.43,5.63,5.58,5.85,6.07,6.23,6.33,,South
121305,1,quru,729.8,753.7999878,1211,1.1,11.2,,1.3,1.3,744,9.61,10.16,10.19,10.62,12.19,13.72,13.69,14.23,14.5,15.16,15.63,15.61,15.81,16.27,16.28,17.4,17.51,17.34,17.33,17.62,17.49,,,20.9,23.08,22.98,23.84,24.53,25.32,26.45,27,28.24,28.7,29.3,29.45,29.55,29.69,29.69,29.8,,,749,29.01,31.92,33.54,33.18,34.33,35.38,36.66,38.82,39.72,40.84,41.05,41.05,41.11,41.22,,,42.43,42.17,46.51,46.52,47.24,48.36,49.71,51.32,52.86,53.73,55.02,55.1,55.26,56.03,,,55.01,58.63,60.44,61.12,62.4,63.23,66.24,68.65,69.41,70.99,70.56,71.45,,,73.99,78.01,78.07,78.01,79.61,81.39,82.52,83.92,84.42,84.6,84.41,85.05,85.8,85.33,,,87.9,90.3,90.77,91.6,91.68,92.87,94.65,95,94.79,95.21,95.21,95.67,,,96.44,96.67,98.5,100.56,100.93,102.33,102.48,103.36,105.12,106.47,106.72,,South
122130,1,qual,639.1,0,1219,10.7,17.3,,1.3,1.3,554,33.6,34.36,36.72,36.36,38.14,39.3,38.55,39.36,39.35,39.25,39.35,39.39,39.8,39.2,39.84,40.99,41.5,41.6,41.44,40.8,40.23,,,41.6,44.45,44.52,45.55,46.4,47.7,48.12,48.85,49.03,48.47,48.76,53.76,49.44,50.15,49.67,49.68,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dead top,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DEAD 2013,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DEAD 2013,,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,North
122136,1,quru,561.8,587.7000122,1220,5.5,7.6,,1.3,1.3,581,10.48,10.99,11.32,11.91,13.53,14.42,14.44,14.7,15.01,15.36,15.44,15.25,15.38,16.68,16.64,16.99,17.25,17.78,17.59,17.5,17.39,,,22.31,22.74,23.02,25.73,13.63,33.62,33.4,33.67,33.79,33.74,33.94,38.35,34.02,33.95,33.95,33.65,,,580.7,33.46,35.56,36.54,38.37,41.01,48.36,54.8,49.24,49.87,51.71,50.86,51.52,52.95,52.48,defective band,,54.13,54.3,58.59,59.09,61.01,66.2,68.55,69.89,71.85,72.08,72.8,59.6,73.85,73.68,,,72.4,75.95,76.26,78.44,81.27,83.06,87.16,90.43,92.77,93.92,93.6,93.72,,,96.18,101.35,101.74,102.96,105.9,108.28,109.35,110.12,112.16,112.62,112.3,115.13,115.6,115.39,,,128.36,122.09,124.79,127.77,128.77,128.76,131.36,133.3,133.32,133.8,134.02,134.97,,,141.36,138.54,136.31,140.07,140.3,9.19,13.01,12.82,13.21,17.61,18.17,replaced 6/12,North
122189,1,qual,629.1,665.0999756,1222,5.5,19.5,,1.3,1.3,656,30.58,30.52,31.55,31.49,32.15,32.32,31.96,32.64,32.65,33.18,34.08,34.34,34.38,34.38,34.45,34,34.25,34.09,34.42,34.83,34.37,,,36.17,36.9,37.39,38.01,39.04,39.82,40.46,41,41.13,41.5,41.86,41.89,42.26,42.5,42.42,42.87,,,663.9,43.05,43.63,44.34,45.47,46.26,47.47,48.66,49.37,50.14,50.02,48.74,49.83,50.48,50.61,,,51.32,51.36,53.8,53.85,54.82,56.02,57.1,57.9,58.39,58.75,58.92,59.4,59.72,60.25,,,59.3,61.81,62.22,63.5,64.89,65.6,66.86,67.44,67.51,68.02,68.02,68.12,,,70.17,73.46,73.48,73.56,74.48,75.3,75.59,76.63,76.75,76.92,76.76,77.06,77.55,77.44,,,78.56,81.89,82.32,82.97,83,82.91,84.1,84.03,84.74,84.46,84.44,85.98,,,85.46,85.32,85.8,87.48,88.73,91.1,91.88,91.95,93,92.29,93.67,,North
122303,1,qual,607.8,624.2999878,1223,1.9,8.5,,1.3,1.3,616,9.57,9.96,11.55,11.94,12.92,14.4,14.24,14.74,14.76,15.25,15.24,15.17,15.28,15.25,15.48,16.5,17.11,16.83,17.09,16.48,15.85,,,15.33,17.43,17.13,18.78,20.1,20.9,21.88,22.47,23.28,23.52,23.93,24.01,24.07,24.75,23.59,23.32,,,621.8,21.93,23.24,23.66,25.42,26.71,28.87,29.91,31.52,32.08,32.29,32.77,33.81,32.65,32.76,,,32.22,31.98,34.77,34.83,35.67,37.7,38.88,39.32,39.5,39.66,39.81,40.82,40.9,41.37,,,39.69,41.16,41.35,42.53,44.79,45.58,47.33,48.12,48.5,48.6,48.66,48.93,,,48.68,53.7,53.71,54.13,56.38,57.85,58.12,59.88,59.97,59.79,59.21,59.94,61.01,60.04,,,59.4,63.62,64.25,64.07,64.39,65.11,66.17,65.8,66.72,66.32,66.47,66.78,,,66.3,66.07,66.75,68.43,70.12,71.21,72.91,72.8,74,75.39,75.75,,North
122343,1,qual,603.8,623.9000244,1225,10.7,14.4,,1.3,1.3,607,20.23,20.33,22.64,23.41,25.16,26.95,26.1,27.22,27.25,17.92,28.03,27.97,28.13,28.34,28.63,29.5,30.43,30.24,30.64,30.26,29.64,,,30.13,32.17,32.55,34.51,36,37.62,38.38,39.11,39.68,39.87,40.44,40.82,40.81,41.23,40.72,40.51,,,617,39.07,40.5,41.02,42.64,44.42,46.79,48.32,50.19,50.73,51.29,51.33,51.6,51.06,51.08,,,49.66,49.65,53.48,52.9,54.66,57.53,58.74,60.08,62.12,62.36,62.37,63.53,63.43,62.98,,,62.21,63.95,64.5,66.16,68.42,69.05,70.68,71.57,71.75,71.94,71.94,72.08,,,72.09,76.87,76.93,77.42,79.5,80.85,81.11,83.07,82.86,82.69,82.43,82.88,83.83,82.91,,,83.8,86.19,86.41,87.83,88.15,89.22,90.17,89.97,90.75,90.37,90.39,91.06,,,90.19,90.13,91.5,93.58,95.43,97.12,98.74,99.38,100.53,101.15,101.61,,North
122427,1,qual,810.2,832.7000122,1227,17,15.6,,1.23,1.4,816,47.78,48.86,50.03,51.56,53.99,55.03,54.84,56.03,56.02,56.62,56.9,56.85,57.42,57.32,57.55,58.5,58.97,58.43,58.93,58.8,58.87,,,62.36,64.64,64.46,66.03,67.69,69.23,70.59,70.96,71.32,72.38,73,73.29,73.67,73.68,72.93,73.64,,,829.8,72.82,73.54,76.85,78.6,80.22,82.6,83.99,86.75,87.12,88.04,88.32,88.7,89.09,88.71,,,89.83,92.92,94.45,94.58,96.2,98.17,99.8,101.52,103.11,103.2,104.26,104.86,104.44,106.52,,,106.23,108.68,109.44,111.2,112.41,114.02,114.46,115.52,116.11,116.35,116.24,116.34,,,117.93,122.26,122.91,124.01,127.31,128.22,128.72,130.29,130.83,130.91,130.54,131.28,131.93,142.49,band adj. 10/27,,134.9,139.64,140.45,141.11,141.28,141.93,143.02,143,143.28,143.46,143.11,143.62,,,151.76,149.91,150.7,150.59,151.56,7.74,7.75,7.7,14,9.32,9.32,replaced 6/12,North
122482,1,litu,537.7,562.4000244,1228,14.5,2.4,,1.3,1.3,548,49.76,49.92,51.64,53.25,55,58.3,59.03,58.73,58.75,59.59,60.48,59.83,60.3,60.27,60.27,60,61.2,61.25,61.61,61.77,61.57,,,59.78,60.78,60.63,62.09,63.84,66.63,66.84,67.66,68.65,69.77,70.24,70.45,70.52,70.95,70.02,NA,,,554.4,13.25,13.93,13.01,13.33,16.05,18.56,20.51,23.9,24.32,24.61,24.93,25.37,24.91,24.65,,,24.23,25.12,25.29,24.24,25.45,29.78,31.99,34.52,36.2,36.99,49.52,38.71,38.56,37.95,,,37.59,38.41,38.01,38.67,42.66,44.29,47.27,48.87,50.23,49.52,50.29,50.78,,,50.17,51.76,51.81,52.16,55.55,57.75,58.58,60.27,60.01,59.2,58.44,60.21,60.5,59.14,,,58.3,60.1,62.99,65.75,66.82,68.24,69.39,68.96,69.53,69.02,69.32,70.06,,,68.9,69.11,69.25,69.57,71.42,75.05,77.67,77.76,79.83,81.02,80.82,,North
130838,1,litu,623.4,652.4000244,1305,12.2,1,,1.36,1.69,633,35.63,36.09,37.29,39.09,41.01,44.66,44.9,45.98,46.03,47.31,48.37,48.48,48.48,48.93,48.74,50.5,50.38,50.29,49.33,48.9,49.09,,,46.41,47.95,48.14,51.6,55.67,59.95,62.22,63.35,65.11,65.4,66.11,66.25,66.26,66.29,66.3,64.15,,,645,62.7,63.1,63.87,63.75,64.17,71.01,73.41,77.73,78.9,80.03,80.74,80.51,80.61,80.67,,,79.72,77.69,80.17,78.6,79.6,84.38,88.23,90.1,92.86,93.84,96.13,96.77,96.67,94.72,,,95.62,94.91,95.54,96.6,100.56,103.32,107.07,110.08,111.43,112.63,111.85,112.42,,,110.64,113.12,112.24,113.72,118.92,121.97,123.32,125.53,125.87,125.36,123.86,125.83,125.6,123.75,,,121.66,123.86,126.11,131.19,132.22,133.16,133.11,133.51,133.05,133.2,133.18,132.32,,,133.07,135.21,136.94,137.48,138.47,7.19,9.59,11.13,12.51,15.13,16.2,replaced 6/12,South
131087,1,quru,630.1,665,1310,17.3,17.8,,1.21,1.37,639.9,48.62,49.72,50.9,51.31,52.18,53.92,54.02,54.72,54.68,55.13,55.42,57.26,57.23,57.22,57.2,58.2,58.41,58.32,58.51,58.88,58.61,,,62.44,64,65,67.36,67.52,68.24,69.05,69.12,70.61,71.33,72.26,72.08,72.38,72.54,72.55,72.48,,,649,71.98,74.33,75.69,75.95,78.01,79.35,79.9,81.7,82.47,83.37,83.83,83.84,83.86,83.79,,,83.94,85.51,88.24,89.02,90.2,91.7,93.38,94.71,95.78,96.27,97.59,98.05,99.57,99.8,,,98.2,101.71,103.59,105.33,107.35,108.22,109.97,111.39,112.72,113.55,113.65,114.12,,,116.26,119.18,119.64,120.56,123.23,124.81,125.45,126.54,127.41,127.75,127.34,128.09,129.06,128.86,,,131.6,14.29,15.72,17.57,18.28,19.25,20.76,21.62,21.62,22.26,22.3,21.11,,,23.25,23.34,24.82,28.05,29.39,32.07,32.07,33.97,37.51,36.47,37.16,,South
